사업대분류명,사업중분류명,사업소분류명,사업명,사업내용,이용대상내용,이용방법내용,운영시간내용,문의처내용,대상아동나이,대상관심,대상지역,자세히보기사이트주소,신청하기사이트주소
육아,수당?급여, ,다문화 보육료,"만0세: (기본)540,000원, (야간)540,000원, (24시간)810,000원 만1세반: (기본)475,000원, (야간)475,000원, (24시간)712,500원 만2세반: (기본)394,000원, (야간)394,000원, (24시간)591,000원 만3~5세: (기본)280,000원, (야간)280,000원, (24시간)420,000원",(원칙) 다문화가족지원법에 따른 다문화가족 자녀 중 미취학 아동,"동 주민센터, 복지로에서 신청",기본보육: 9:00~16:00 연장보육: 16:00~19:30,교육부 콜센터(02-6222-6060),0세 ~ 5세,육아 - 수당?급여,서울시,https://www.easylaw.go.kr/CSP/CnpClsMainBtr.laf?csmSeq=626&ccfNo=2&cciNo=3&cnpClsNo=1,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00001183
육아,생활지원, ,엄마아빠 힐링 문화 프로그램,육아에 지친 양육자의 스트레스 경감 및 아이와 함께 즐길 수 있는 문화프로그램 제공 - 문화시설 엄마아빠 힐링 프로그램 및 가족 프로그램 - 가족친화형 축제 육성?지원 - 엄마아빠가 행복한 책읽는 서울광장 - 공원 내 엄마아빠 힐링프로그램 ‘엄빠공휴일’,영유아 및 아동 동반 양육자 ※ 각 프로그램별 이용대상 상이,"엄마아빠가 행복한 책읽는 서울광장 : 창의놀이터 운영(4월18일~11월10일, 매주 토~일, 현장 자유참여) 문화시설 프로그램, 공원내 체험 프로그램 : 수시 진행 - '서울문화포털'에서 검색 및 신청  - '서울특별시 공공서비스 예약' > '문화체험/문화행사' 에서 검색 및 신청",시설별 상이,서울도서관 (책읽는서울광장 2133-0223),연령무관,육아 - 생활지원,서울시,https://news.seoul.go.kr/welfare/?p=546681,.
육아,놀이인프라, ,서울장난감도서관,"- 장난감,도서,DVD 대여 - 장애 영유아 장난감 대여 - 육아용품 대여","서울 거주 시민 또는 서울 소재 근무 직장인 가정의 자녀 중 미취학 영유아이며, 장애아동은 만12세까지 이용 가능",서울 장난감도서관(https://seoultoy.or.kr/) 회원가입 후 이용,"화~금 10:00~18:30 토, 일 11:00~17:00",02-753-0222,0세 ~ 6세,육아 - 놀이인프라,서울시,https://www.seoultoy.or.kr/new/main/index.php,https://www.seoultoy.or.kr/new/main/index.php
육아,돌봄인프라, ,지역아동센터 긴급?일시돌봄,"아동보호(일상생활, 학습지도, 급식제공), 정서지원, 문화체험활동 등 돌봄 제공","18세미만 아동(초,중,고등학생)","동주민센터, 해당지역아동센터에 돌봄서비스 신청",09:00~20:00(평일-센터별 상이),"해당지역아동센터, 구청",6세 ~ 18세,육아 - 돌봄인프라,서울시,https://icare.seoul.go.kr/icare/user/fcltyInfoManage/BD_selectLocalCenterContactList.do?q_tap=1,.
육아,돌봄인프라, ,육아 지원 코디네이터 운영(사업종료),"양육자 및 예비 양육자 대상 맞춤형 육아정보 제공 및 육아자원 발굴?연계, 육아상담 등 지원",만5세 이하 영유아 양육가정 및 출산예정 가정,본 사업은 2023년에 종료되었습니다.,,"다산콜센터(120번→3번),  자치구 육아종합지원센터",0세 ~ 5세,육아 - 돌봄인프라,서울시,.,.
육아,돌봄인프라, ,365열린어린이집,"긴급 보육 필요시 심야, 휴일에도(24시간) 보육서비스 제공","6개월 이상 7세 이하 미취학 영유아(부모 또는 조부모 중 한 명 이상이 서울시에 거주하거나, 부모의 직장이 서울시인 경우)",이용 1일전까지 서울시보육포털서비스에서 신청(긴급 시 당일 방문?유선접수 가능),"365일 24시간(단, 1.1., 설?추석연휴, 5.5. 제외)",서울시 영유아담당관(02-2133-5116),0세 ~ 7세,육아 - 돌봄인프라,서울시,https://iseoul.seoul.go.kr/portal/reservation/dailyOpenPreschoolMiddle.do,https://iseoul.seoul.go.kr/portal/reservation/dailyOpenPreschoolList.do
육아,돌봄인프라, ,거점형 야간보육,야간연장보육 필요한 타원아동에 대한 보육서비스 제공,가정양육아동을 포함한 모든 미취학 영유아,이용당일 오후1시까지 서울시보육포털서비스에서 신청,평일 16:00~22:00(종료시간 어린이집별 상이),서울시 영유아담당관(02-2133-5116),0세 ~ 5세,육아 - 돌봄인프라,서울시,https://iseoul.seoul.go.kr/portal/reservation/baseExtendInfo.do,https://iseoul.seoul.go.kr/portal/reservation/baseExtendList.do
육아,돌봄인프라, ,시간제 보육 (정부형),만6개월~36개월 부모급여 또는 양육수당 수급 아동대상 시간제보육 지원,만6개월~36개월 미만 아동,시간제 보육 아동으로 임신육아종합포털 아이사랑(보건복지부) www.childcare.go.kr 사전등록 후 사전예약 또는 당일 신청,09:00~18:00,서울시육아종합지원센터(02-772-9814~9),0세 ~ 3세,육아 - 돌봄인프라,서울시,https://www.childcare.go.kr/,https://www.childcare.go.kr/
육아,돌봄지원, ,병원동행 아이돌봄서비스,부모의 맞벌이 등으로 아픈 자녀의 병원 동행을 할 수 없는 경우 아이돌보미가 병원 동행 및 가정 내 돌봄 서비스 제공,"비전염성 질병 감염, 예방접종, 정기검진 등으로 병원 내원이 필요한 양육공백 가정의 만 12세 이하 아동",아이돌봄서비스 (https://www.idolbom.go.kr/)에서 신청가능하며 이용가정의 상황에 맞춰 서비스제공기관(자치구 가족센터 등)에서 전담 돌보미를 연계,제한없음,"서울시 가족담당관(02-2133-6558), 가까운 자치구 서비스제공기관(자치구 가족센터 등) 연결(1577-2514)",0세 ~ 12세,육아 - 돌봄지원,서울시,https://icare.seoul.go.kr/icare/dolbomMENU2/dolbomMENU2_3/dolbomMENU2_3_1.jsp,https://www.idolbom.go.kr/front/login
육아,돌봄지원, ,등하원 아이돌봄서비스,"등원 사전준비, 준비물 챙기기, 등하원 동행, 하원 후 양육자 귀가 전까지 놀이활동 등 돌봄 서비스 제공","어린이집, 유치원, 학교, 학원 등하원 필요한 양육공백 가정의 만 12세 이하 아동",아이돌봄서비스 (https://www.idolbom.go.kr/)에서 신청가능하며 이용가정의 상황에 맞춰 서비스제공기관(자치구 가족센터 등)에서 전담 돌보미를 연계,"등하원 시간대 전후(오전 07~10시, 오후 16~20시)","서울시 가족담당관(02-2133-6558), 가까운 자치구 서비스제공기관(자치구 가족센터 등) 연결(1577-2514)",0세 ~ 12세,육아 - 돌봄지원,서울시,https://icare.seoul.go.kr/icare/dolbomMENU2/dolbomMENU2_3/dolbomMENU2_3_1.jsp,https://www.idolbom.go.kr/front/login
육아,돌봄인프라, ,우리동네키움센터 긴급?일시돌봄,돌봄이 필요한 아동에게 일시돌봄 서비스 제공,돌봄이 필요한 6~12세 아동 혹은 초등학생,우리동네키움포털 등으로 이용 희망 센터 돌봄서비스 신청 후 센터 승인을 거쳐 이용,* (일반형) 학기중 : 13시~20시 / 방학중 : 9시~18시 * (융합형) 학기중 : 13시~20시 / 방학중 : 8시~20시 #주말(토) 4시간 운영 * (거점형) 학기중 : 13시~20시 / 방학중 : 8시~20시 #주말(토) 10시~18시,이용 희망 센터(우리동네키움포털 홈페이지 참조),6세 ~ 12세,육아 - 돌봄인프라,서울시,https://umppa.seoul.go.kr/icare/user/fcltyInfoManage/BD_selectCareCenterContactList.do?q_tap=1,https://umppa.seoul.go.kr/icare/user/careResve/BD_selectChilCareResveList.do
육아,돌봄지원, ,시간제 아이돌봄 서비스,"양육공백 가정에 아이돌보미가 찾아가 놀이활동, 준비된 식사 및 간식, 보육시설(초등학교) 등?하원(교) 동행 등 돌봄 서비스 제공  ※ 정부지원 아이돌봄 서비스는 서울형 아이돌봄비(조부모 돌봄수당 등)와 별개의 사업   - 서울형 아이돌봄비(조부모 돌봄수당 등) 사업에 대한 안내를 원하시면 몽땅정보만능키 누리집 > 출산육아정책 > 공지사항 17번 “[필독] 서울형 아이돌봄비 사업 안내”를 확인",만 12세 이하 아동,"1. 정부지원 신청(복지로 홈페이지, 동주민센터)  2. 국민행복카드 발급 3. 정부지원 결정(자치구청) 4. 아이돌봄 서비스 홈페이지 가입 5. 서비스 이용신청(당월 1~25일, 전월 11~25일)",제한없음,가까운 서비스제공기관 (자치구 가족센터 등) 연결 1577-2514,0세 ~ 12세,육아 - 돌봄지원,서울시,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00000024,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00000024
육아,돌봄지원, ,영아종일제 아이돌봄 서비스,"양육공백 가정에 아이돌보미가 찾아가 영아 이유식 먹이기, 젖병 소독, 기저귀 갈기, 목욕 등 돌봄 서비스 제공  ※ 정부지원 아이돌봄 서비스는 서울형 아이돌봄비(조부모 돌봄수당 등)와 별개의 사업   - 서울형 아이돌봄비(조부모 돌봄수당 등) 사업에 대한 안내를 원하시면 몽땅정보만능키 누리집 > 출산육아정책 > 공지사항 17번 “[필독] 서울형 아이돌봄비 사업 안내”를 확인",만 36개월 이하 영아,"1. 정부지원 신청(복지로 홈페이지, 동주민센터)  2. 국민행복카드 발급 3. 정부지원 결정(자치구청) 4. 아이돌봄 서비스 홈페이지 가입 5. 서비스 이용신청(당월 1~25일, 전월 11~25일)",제한없음,가까운 서비스제공기관 (자치구 가족센터 등) 연결 1577-2514,0세 ~ 3세,육아 - 돌봄지원,서울시,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00000024,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00000024
육아,놀이?외출지원, ,서울형 키즈카페,"어린이에게 계절변화와 상관없고, 경제적 부담없는 놀이공간을 제공하고 재미?안전?돌봄까지 책임지는 서울형 키즈카페 조성",0~9세 아동 및 보호자,"(개인이용) 이용자가 희망하는 시간대에 온라인 예약(우리동네 키움포털, https://icare.seoul.go.kr/) 후 해당일에 시설방문이용 (단체이용) 기관 종사자에 의해 온라인 예약 후 해당일에 시설방문이용 ※ 개인의 경우 예약인원이 정원을 초과하지 아니하였을 때는 현장접수도 가능","주중 09:00~18:00, 주말 09:00~20:00 (시설별 상이)",다산콜센터(02-120),0세 ~ 9세,육아 - 놀이?외출지원,서울시,https://umppa.seoul.go.kr/icare/dolbomMENU5/dolbomMENU5_1.jsp,https://umppa.seoul.go.kr/icare/user/kidsCafe/BD_selectKidsCafeList.do
육아,돌봄인프라, ,공동육아방(사업종료),"부모 참여형 다양한 놀이 프로그램 운영, 육아정보 제공 및 상담 등",6세이하 영유아 및 보호자,인터넷 및 전화예약 후 시설이용 (자치구 육아종합지원센터),월~금 09:00~18:00 (시설별 상이),자치구 육아종합지원센터,0세 ~ 6세,육아 - 돌봄인프라,서울시,https://icare.seoul.go.kr/icare/user/fcltyInfoManage/BD_selectCopertnChldcrContactList.do?q_svcClCode=1002&q_tap=1,.
육아,돌봄인프라, ,공동육아나눔터,"부모 참여형 다양한 놀이 프로그램 운영, 도서 및 교구 지원, 가족품앗이 활동 지원 등",자녀 및 보호자,전화예약 후 시설 이용 (자치구 가족센터),월~금 09:00~18:00 (시설별 상이),자치구 가족센터,연령무관,육아 - 돌봄인프라,서울시,https://icare.seoul.go.kr/icare/user/fcltyInfoManage/BD_selectCopertnChldcrContactList.do?q_svcClCode=1004&q_tap=1,.
육아,돌봄인프라, ,우리동네키움센터,돌봄이 필요한 아동에게 정기돌봄 및 일시돌봄 서비스 제공,돌봄이 필요한 6~12세 아동 혹은 초등학생,우리동네키움포털 등으로 이용 희망 센터 돌봄서비스 신청 후 센터 승인을 거쳐 이용,* (일반형) 학기중 : 13시~20시 / 방학중 : 9시~18시 * (융합형) 학기중 : 13시~20시 / 방학중 : 8시~20시 #주말(토) 4시간 운영,이용 희망 센터(우리동네키움포털 홈페이지 참조),6세 ~ 12세,육아 - 돌봄인프라,서울시,https://umppa.seoul.go.kr/icare/user/fcltyInfoManage/BD_selectCareCenterContactList.do?q_tap=1,https://umppa.seoul.go.kr/icare/user/careResve/BD_selectChilCareResveList.do
육아,돌봄인프라, ,키움센터 아픈아이 일시돌봄?병원동행,거점형 키움센터 내 별도 돌봄공간 설치로 아픈아이에게 편안한 병상돌봄및 전용차량을 이용한 안전한 병원동행 서비스를 제공,"질병, 예방접종 등으로 병원 내원이 필요한 만 12세 이하 아동 ? (비정기) 단순 감기, 복통 등 갑자기 아파 등원(교) 및 시설 이용이 곤란할 때 ? (정  기) 필수 예방접종, 정기검진을 위해 병원 또는 보건소 내원이 필요할 때     ※ 39도 이상의 고열, 감염위험이 높은 질병감염 아동은 센터 다른 서비스 이용 아동의 보호를 위하여 지원대상에서 제외","- 거점형 키움센터 내 병상돌봄 또는 전용차량을 이용한 병원동행    ? (병상돌봄) 센터 방문 →  병상보호 → 보호자인계  ? (병원동행)  만남장소 아동픽업(전용차량) → 병원진료 → (희망시)병상보호 → 귀가 장소로 인계     - 이 용 료 : 병상돌봄 2,500원 / 병원동행 무료(병원비 자부담)",,서울시 아이돌봄담당관(02-2133-4818),0세 ~ 12세,육아 - 돌봄인프라,서울시,.,.
육아,가사지원, ,한부모가족 가사지원서비스 확대,"가사관리사 파견을 통한 가사서비스(연 22회/청소,세탁,설거지) 지원","서울시 거주 기준중위소득 150% 이하 한부모가족으로, 아래 조건 1가지 이상 충족 시 우선순위 적용   1) 일 또는 학업 중임               2) 자녀가 36개월 미만임   3) 본인 또는 가족구성원이 질병, 장애 등으로 가사가 어려움",서울시 가족담당관(02-2133-6562) 문의,,서울시 가족담당관(02-2133-6562),0세 ~ 3세,육아 - 가사지원,서울시,http://seoulhanbumo.or.kr/han/contents/han-applyService.do,http://seoulhanbumo.or.kr/han/contents/han-applyService.do
임신,건강지원, ,행복맘 지원 손목닥터9988 운영( 사업종료),스마트워치와 전용 앱을 통한 건강관리 서비스 제공,’24년도 출산 경험이 있는 서울시민,"특별모집 신청 시기(잠정 ’24.8월)에 손목닥터9988 앱 또는 홈페이지 통해 신규 회원가입 후 배송된 스마트워치와 앱 연동하여 서비스 이용 ※ 휴대폰 앱 또는 개인워치(갤럭시, 애플)로 참여 희망자는 상시 모집 중",,손목닥터 9988 고객센터 (1811-9988),연령무관,임신 - 건강지원,서울시,https://onhealth.seoul.go.kr/,https://onhealth.seoul.go.kr/
육아,돌봄인프라, ,다문화가족 자녀 언어지도,"다문화가족 자녀들이 한국사회 구성원, 나아가 글로벌 인재로 성장할 수 있는 토대 마련하기 위해 체계적인 언어발달을 지원",? 다문화가족 자녀 언어발달지원 : 언어평가 및 교육이 필요한 다문화가족 자녀(12세 이하) ? 이중언어 교육지원 :  만18세 이하 자녀를 둔 다문화가족,서울시 다문화담당관(02-2133-8685) 문의,,서울시 다문화담당관(02-2133-8685),0세 ~ 18세,육아 - 돌봄인프라,서울시,https://www.mcfamily.or.kr,.
임신,아동편의?공간지원, ,임산부 배려공간 조성,"ㅇ 교통 약자인 임산부의 엘리베이터 안전사고 예방 및 배려문화 확산을 위해 엘리베이터 내?외부에 임산부 배려공간 조성(엠블럼 부착)   - 임산부를 위해 해당 공간을 비워두고 양보하는 사회 분위기 확산 유도 ㅇ 임산부 배려공간 조성 현황(총 15개 기관, 49개소 / '24.4월 기준)   - 2023년 조성 : 서울식물원, 서울역사박물관, 서울공예박물관, 서울시립과학관, 서울시립미술관 서소문본관, 북서울미술관, 서울시립미술아카이브, 서울시여성가족재단 여성플라자, 스페이스살림, 서울의료원(총 10개소)   - 2024년 조성 : 서울시청, 세종문화회관, 서울기록원, 서울디자인재단, 서울시설공단(7개소), 서울물재생시설공단(2개소), 서울교통공사(3개소), 성동구청, 동작구청(5개소), 관악구청(6개소), 은평구청(3개소), 영등포구청(3개소), 양천구청(9개소), 서초구청(5개소), 서울에너지드림센터",임산부, , , ,연령무관,임신 - 아동편의?공간지원,서울시,.,.
육아,건강지원, ,다태아 안심 보험 지원,"- 보험가입 : ’24. 1. 1. 부터 출생한 서울시 거주 다태아(쌍둥이)  자동가입     ※ 타시도에서 출생한 다태아 서울시 전입시 자동가입, 서울시 거주 다태아 출생아 타시도 전출시 자동해지     ※ 타보험과 관계없이 중복 보장 가능 - 보장기간 : 출생일로부터 2년      ※  보험금 청구는 보험사고 발생시점으로부터 3년 이내에 가능 - 주요보장 : 응급실 내원비, 특정 전염병 진단비, 골절?화상 수술비, 상해 또는 질병치료 입원비, 암진단비 등 19개 항목 최대 1,000만원 지급      ※ 위 내용은 '25년 출생 기준이며, 정확한 세부 보장내용은 계약보험사(메리츠화재보험) 약관 확인 필요",24. 1. 1. 부터 출생한 서울시 거주(주민등록) 다태아(쌍둥이),"- 접수창구 : 메리츠화재보험 웹사이트(<a	href='http://mbi.seoul.insboon.com'	target='_blank'>mbi.seoul.insboon.com</a>) 등 - 구비서류 : 보험금 청구서, 주민등록등본, 출생증명서, 진료비영수증, 통장사본 등",,메리츠화재보험 고객센터(☎ 1522-6545) 서울시여성가족재단(810-5219),0세 ~ 2세,육아 - 건강지원,서울시,.,http://mbi.seoul.insboon.com
결혼,주거지원, ,전세보증금 반환보증 보증료 지원,"전세보증금 미반환 피해 예방 및 주거 안정성 강화를 위해 가입한 전세보증, 보증료를 지원(최대 30만원 한도)","ㅇ(지원대상) 서울시 거주 보증금3억원이하 무주택임차인    * 임차형태 : 전세, 보증부월세, 반전세  ㅇ(소득기준) 청년_연소득 5천만원 이하                  청년 외_연소득 6천만원 이하                   신혼부부_연소득 7천5백만원이하    *신혼부부는 혼인신고일기준 7년이내    *청년은 만 19세~만39세    *기혼자는 연소득 기준은 부부합산임.  ㅇ(주택조건) 보증금 3억원 이내 ㅇ(보증기관) HUG, HF, SGI ㅇ(보증조건) 신청일 기준 유효한 반환보증 가입자         * 단, 24.6.30. 이전 신청인에 한하여  ’24.1.1.~시행일 이전 기간에 유효한 청년?신혼부부 신청인에 한해 지원가능 ㅇ지원내용 : 청년/신혼부부_ 납부액 전액                  청년외_납부 보증료의 90%   * 단,  모든 경우에 지원액의 한도는 30만원임.",ㅇ 온라인접수 - 정부24 홈페이지 신청 ㅇ 방문접수 - 주소지 관할구청,,ㅇ 국토교통부 콜센터 1599-0001 ㅇ 다산 콜센터 02-120,연령무관,결혼 - 주거지원,서울시,https://housing.seoul.go.kr/site/main/content/sh01_061030,https://housing.seoul.go.kr/site/main/content/sh01_061030
임신,아동편의?공간지원, ,임산부 교통비 지원,"○ 임산부 1인당 교통비 70만원(바우처)을 임산부 본인 명의 신용(체크)카드에 지급 ○ 용도: 대중교통(버스,지하철 등 후불교통기능이 있는 카드에 한해서 사용가능) ,택시, 자가용 유류비 (바우처 잔액이 얼마 남지 않았을 경우 셀프주유소가 아닌 직원 직접주유 이용 권장), 철도 등 ※ 바우처 사용기한   ? 임신중인 사람: 바우처 지원일~분만예정일이 6개월이 되는 달의 말일   ? 출산한 사람: 바우처 지원일~자녀출생일(자녀주민등록일)로부터 6개월이 되는 달의 말일","○ 서울시에 거주하고 있는 임산부로, 임신 3개월~출산 후 3개월 이내 신청 가능 ※ 출산자의 경우는 출생신고 완료 된 후 신청","○ 사전준비사항    -  협약된 아래 카드사의 본인명의 카드를 소지하고 있어야 바우처 지급 가능    ? 신한카드(국민행복카드만 가능), 삼성카드, KB국민카드, 우리카드, 하나카드. BC카드(하나BC, IBK기업은행)    - 온라인?방문 신청 전, 서울맘케어 <a	target=_blank	href=https://www.seoulmomcare.com>https://www.seoulmomcare.com</a> 가입 후 양육 관련 온라인 교육(1편 이상) 이수 완료 후 신청  ○ 신청방법    - 온라인 신청    ? 임신한 사람 : ① 정부24 맘편한 임신 신청(지자체별 임신지원서비스) 후에                                  ② 서울맘케어 시스템 <a	target=_blank	href=https://www.seoulmomcare.com>https://www.seoulmomcare.com</a> 신청     ※ 정부24 맘편한임신과 몽땅정보 만능키 둘 다 신청해야 지원 가능    ? 출산한 사람 : 서울맘케어 시스템 신청 <a	target=_blank	href=https://www.seoulmomcare.com>https://www.seoulmomcare.com</a>     - 방문신청: 주소지 관할 동주민센터 신청 가능(보건소 신청 불가)    ? 신분증, 임신확인서(산부인과 발급)와 함께 본인 명의 휴대폰 또는 신용?체크카드 지참",,거주지 동주민센터 또는 다산콜센터 120,0세 ~ 1세,임신 - 아동편의?공간지원,서울시,https://www.seoulmomcare.com/notice/businessGuide.do,https://www.seoulmomcare.com/voucher/voucherReqListView.do
육아,돌봄지원, ,둘째 출산시 첫째아이 돌봄지원,둘째 자녀 이상 출산으로 기존 자녀 돌봄에 공백이 발생한 가정에서 아이돌봄서비스 이용시 본인부담금의 90~100% 환급,ㅇ 지원대상 : 둘째 이상 출산으로 12세 이하 기존 자녀 돌봄에 공백이 발생한 가정 중 아이돌봄서비스 이용자(’24.1.1. 이후 출산가정)     ※ 서울시 거주 가정(주민등록상)으로 부모(둘 중 1명 이상)와 아동 함께 거주,"ㅇ 지원서비스 : 시간제(기본형, 종합형), 영아종일제, 질병감염서비스 등 ㅇ 지원내용 : 본인부담금의 90~100%(중위소득별 차등)   - (본인부담금 지원율) 가형 100%, 나형 90%, 다형 90%, 라형 90%, 마형 90%   - (지원한도) 1가구 당 100만원 범위 내 지원  ㅇ 지원기간 : 출산 후 1년 이내 서비스 매칭일로부터 90일 기간 내 ※ 예산소진시 종료 ㅇ 신청방법 : 몽땅정보만능키 홈페이지 온라인 신청 ※ 현장 신청접수 가능   - (구비서류) 출생증명서(사전신청시 임신진단서), 주민등록등본(첫째아 확인)  ※ 신청서류 별첨     ※ 사전신청 : 임신판정일로부터 (제출서류) 출산예정일이 포함된 임신진단서 등  ㅇ 지원방법 : 본인부담금 결제 후 서비스기관에서 정산후 환급",,- 주민등록지(부모 및 자녀) 기준 서비스제공기관 (자치구 가족센터 등) 대표번호 : 1577-2514 - 다산 콜센터 02-120,0세 ~ 12세,육아 - 돌봄지원,서울시,.,.
육아,교육지원, ,서울런,서울런 가입대상에게 온라인 학습 콘텐츠 및 1:1 맞춤형 멘토링 무료 지원,"6세 ~ 24세 서울시 거주자   - 중위소득 60% 이하 (수급권자, 차상위계층, 법정한부모 가족 포함)   - 학교밖 청소년   - 북한이탈청소년 및 북한이탈주민의 자녀   - 다문화가족   - 국가보훈대상자(본인, 배우자, 자녀 ※독립유공자는 6대손까지)   - 관외 市 아동보호시설 보호아동   - 가족쉼터 보호아동   - 건강장애학생",서울시 교육지원정책과(02-2133-9278) 문의,,서울시 교육지원정책과(02-2133-9279),6세 ~ 24세,육아 - 교육지원,서울시,https://slearn.seoul.go.kr/,https://slearn.seoul.go.kr/introduction?section=0
결혼,결혼지원, ,서울시 주요시설을 활용한 결혼식 사업,공공예식장 제공 및 결혼 컨셉기획부터 예식까지 종합 서비스 지원,서울시 거주자 또는 생활권자인 (예비)부부,상담사와 사전상담 후 예식공간별 전담 플래너 업체와 종합상담을 통해 계약 ? 온라인상담예약 : 서울가족포털(패밀리서울) ‘서울시 주요시설을 활용한 결혼식’ 웹페이지 ? 전화상담 : 1899-2154 (둘(2)이 하나(1)되어 오(5)래 사(4)세요),,서울시 가족담당관(02-2133-6546),연령무관,결혼 - 결혼지원,서울시,https://familyseoul.or.kr/wedding,https://familyseoul.or.kr/wedding
육아,수당?급여, ,서울형 육아휴직장려금(사업종료),"○ 자녀 1인당 최대 120만원 지원     - 육아휴직기간 연속 6개월 시 60만원, 연속 12개월 경과 시 60만원 추가지급      ※ 부?모 모두 육아휴직 시 각각 지급 (자녀 1인에 대해 가구당 최대 240만원 지급)","○ 신청일 기준 서울시에 1년 이상 계속해서 주민등록한 자 (육아휴직 대상 자녀는 신청일 기준 서울시에 주민등록)      ※ 아래 조건 모두 충족 시    - 기준 중위소득 150%이하(서울형 육아휴직 장려금 공지사항 필독)      ※ 건강보험료 본인부담금 납부액(장기요양보험료 제외)을 기준으로 월평균 가구소득 금액 산정      <span	class='color_red'>※ 고용보험 가입 후 2023.1.1.~2023.12.31. 중 육아휴직을 시작하여 육아휴직 급여를 6개월 이상 연속 수급한 자에 한해 2024.12.15.까지 신청 가능 </span>      <span	class='color_red'>※ 2022년 또는 2024년에 육아휴직을 시작한 자는 지급 불가능</span>      <span	class='color_red'>※ 다만, 다음 경우에는 제출 서류 중 육아휴직 급여 결정 통지서를 육아휴직 확인서(2024년 12월 발급 분)으로 갈음할 수 있습니다.   가 신청자가 2024년 12월 15일 이전에 육아휴직을 종료하였으나, 육아휴직 급여 신청 이후 결정까지 시간이 소요되어 장려금 신청 시점까지 육아휴직 급여 결정 통지서를 제출할 수 없는 경우   나 신청자의 육아휴직 종료 시점이 2024년 12월 15일~12월 30일  사이여서 장려금 신청 시점까지 육아휴직 급여 결정 통지서를 발급받지 못한 경우</span>      <span	class='color_red'>※ 자치구에 따라 예산 조기 소진될 수 있음</span>",○  본 사업은 2024년 12월 31일자로 종료되었습니다.,연중,120 다산콜재단 및 동주민센터,연령무관,육아 - 수당?급여,서울시,.,.
육아,양육교육, ,다둥이 행복카드,"- 다둥이 행복카드 감면시설, 협력업체 이용시 카드 제시 또는 결제",- 서울시에 주민등록이 되어있는 2자녀 이상을 둔 가정(막내가 18세 이하),"○ 카드 유형별 구분  - 신한카드 (신용 및 체크카드) 신한카드 또는 신한은행 홈페이지, 서울지역 신한은행 영업점  - 우리카드 (신용카드) 우리카드 홈페이지, 앱 (체크카드) 서울지역 우리은행 영업점 방문  - 신분확인용 카드(앱카드) : 앱스토어에서 “서울지갑” 다운로드 후 가입, 발급앱스토어에서 “서울지갑” 검색 후 설치, 실행 → 서울지갑 회원가입 및 로그인       → ‘모바일카드’ 클릭하여 카드발급 → ‘모바일카드 관리’ 페이지에서 즐겨찾기 → 메인화면에서 ‘다둥이행복카드’ 클릭 → “다둥이행복카드” 보여주고 혜택받기","- 각 감면시설, 협력업체 이용시간 내",신용 및 체크카드(신한카드사) : 1544-7000 신용 및 체크카드(우리카드사) : 1588-9955 그외 신분용카드 : 02) 120,0세 ~ 18세,육아 - 양육교육,서울시,https://news.seoul.go.kr/welfare/archives/100261?tr_code=short,.
